,city,driver_count,type,date,fare,ride_id
51,Port Angela,67,Urban,4/17/2019 6:23,16.34,7120534266772
52,Port Angela,67,Urban,3/31/2019 15:22,30.77,662264490197
53,Port Angela,67,Urban,4/9/2019 14:34,11.9,7009806605900
54,Port Angela,67,Urban,2/8/2019 16:30,30.38,5165542108944
55,Port Angela,67,Urban,3/4/2019 3:26,40.35,4930810733132
56,Port Angela,67,Urban,5/2/2019 4:14,35.76,7945958687114
57,Port Angela,67,Urban,4/22/2019 16:43,7.91,6767308381142
58,Port Angela,67,Urban,3/19/2019 12:32,17.21,1694214658257
59,Port Angela,67,Urban,4/15/2019 23:02,20.16,6490089576161
60,Port Angela,67,Urban,3/8/2019 16:32,23.06,2750735754263
61,Port Angela,67,Urban,2/26/2019 10:01,28.52,6783567697046
62,Port Angela,67,Urban,2/8/2019 0:14,15.58,7388734438164
63,Port Angela,67,Urban,2/6/2019 7:07,24.47,1469816216996
64,Port Angela,67,Urban,2/6/2019 16:11,11.39,6108669570569
65,Port Angela,67,Urban,2/14/2019 13:00,42.04,896909208063
66,Port Angela,67,Urban,3/10/2019 19:24,43.18,1889756483447
67,Port Angela,67,Urban,4/2/2019 22:13,25.84,8022436129393
68,Port Angela,67,Urban,2/3/2019 6:01,6.42,9465215247151
69,Port Angela,67,Urban,5/4/2019 9:50,21.62,6302510153615
70,Rodneyfort,34,Urban,2/10/2019 23:22,23.44,5149245426178
71,Rodneyfort,34,Urban,3/2/2019 18:03,44.26,2494064867705
72,Rodneyfort,34,Urban,2/3/2019 0:48,44.86,2325699544245
73,Rodneyfort,34,Urban,4/25/2019 20:57,21.7,8534600667414
74,Rodneyfort,34,Urban,1/30/2019 12:34,16.99,5778730523049
75,Rodneyfort,34,Urban,1/8/2019 0:29,29.4,1184254566839
76,Rodneyfort,34,Urban,2/8/2019 7:35,30.02,2497021545678
77,Rodneyfort,34,Urban,3/20/2019 10:40,42.57,6354946184466
78,Rodneyfort,34,Urban,5/6/2019 22:21,27.16,3765495922622
79,Rodneyfort,34,Urban,3/4/2019 15:13,28.69,275697942784
80,Rodneyfort,34,Urban,4/11/2019 2:57,36.3,9048909984411
81,Rodneyfort,34,Urban,3/10/2019 5:23,29.13,4634913853499
82,Rodneyfort,34,Urban,4/10/2019 23:38,25.4,9060368477501
83,Rodneyfort,34,Urban,3/7/2019 23:37,7.78,2859632419166
84,Rodneyfort,34,Urban,4/29/2019 0:20,44.28,6979257207125
85,Rodneyfort,34,Urban,4/12/2019 23:29,27.81,5669400941983
86,Rodneyfort,34,Urban,3/15/2019 10:18,30.83,4175051895472
87,Rodneyfort,34,Urban,5/5/2019 3:19,22.24,5393286273394
88,Rodneyfort,34,Urban,1/12/2019 6:17,7.05,4239149293035
89,Rodneyfort,34,Urban,1/11/2019 14:18,23.21,3433717126379
90,Rodneyfort,34,Urban,3/24/2019 19:06,31.41,827420157387
91,Rodneyfort,34,Urban,2/6/2019 11:01,27.87,9791961135733
92,Rodneyfort,34,Urban,4/19/2019 9:46,35.79,9917197764299
93,West Robert,39,Urban,2/15/2019 4:21,12.28,1442502460354
94,West Robert,39,Urban,4/5/2019 3:18,44.58,4246011046064
95,West Robert,39,Urban,1/21/2019 17:21,27.11,1369907297609
96,West Robert,39,Urban,4/13/2019 6:56,32.94,9603611942427
97,West Robert,39,Urban,1/4/2019 6:10,35.35,9554287895527
98,West Robert,39,Urban,5/5/2019 5:18,10.15,9392183503517
99,West Robert,39,Urban,3/24/2019 15:21,34.9,9472333753457
100,West Robert,39,Urban,1/11/2019 11:10,5.16,1592591668312
101,West Robert,39,Urban,3/7/2019 15:57,12.22,2705603518423
102,West Robert,39,Urban,5/4/2019 4:36,5.36,9799481382484
103,West Robert,39,Urban,3/6/2019 6:10,22.86,2318924655908
104,West Robert,39,Urban,4/12/2019 8:17,32.48,7544372967170
105,West Robert,39,Urban,2/23/2019 19:46,33.24,3055026277315
106,West Robert,39,Urban,4/7/2019 6:17,40.69,502550639735
107,West Robert,39,Urban,2/27/2019 4:29,22.81,5714311770037
108,West Robert,39,Urban,2/27/2019 20:51,8.37,489896842800
109,West Robert,39,Urban,1/17/2019 4:56,12.71,8503432590634
110,West Robert,39,Urban,3/7/2019 6:32,4.28,2030781890598
111,West Robert,39,Urban,2/9/2019 5:16,26.1,18586563147
112,West Robert,39,Urban,2/12/2019 1:20,14.8,8061825242787
113,West Robert,39,Urban,3/14/2019 15:25,18.28,4582728938880
114,West Robert,39,Urban,4/16/2019 16:16,25.65,3598783489879
115,West Robert,39,Urban,3/28/2019 15:00,35.88,2845456872898
116,West Robert,39,Urban,3/29/2019 4:22,17.53,8336695194192
117,West Robert,39,Urban,1/30/2019 11:32,43.02,7200177034430
118,West Robert,39,Urban,2/1/2019 11:37,30.94,218488354366
119,West Robert,39,Urban,3/16/2019 16:27,42.89,3371305205863
120,West Robert,39,Urban,2/18/2019 11:51,44.97,341568099144
121,West Robert,39,Urban,2/19/2019 0:53,40.64,5090000920328
122,West Robert,39,Urban,1/15/2019 8:14,33.91,2161158839398
123,West Robert,39,Urban,3/10/2019 20:00,6.74,6675182507896
124,West Anthony,70,Urban,3/6/2019 2:27,10.02,9396763280782
125,West Anthony,70,Urban,1/23/2019 12:32,23.24,596601397101
126,West Anthony,70,Urban,2/24/2019 6:14,39.2,8491405671407
127,West Anthony,70,Urban,3/17/2019 0:30,35.42,4561324147940
128,West Anthony,70,Urban,1/10/2019 2:31,32.34,1479317039864
129,West Anthony,70,Urban,4/29/2019 1:12,27.04,4375353573218
130,West Anthony,70,Urban,4/15/2019 11:02,43.82,4381502138184
131,West Anthony,70,Urban,4/3/2019 2:42,10.56,3762871811396
132,West Anthony,70,Urban,4/20/2019 20:13,11.85,4274669968599
133,West Anthony,70,Urban,2/19/2019 22:53,27.9,4267516319637
134,West Anthony,70,Urban,3/3/2019 0:24,20.71,7550332627602
135,West Anthony,70,Urban,2/4/2019 15:04,20.09,4221519670218
136,West Anthony,70,Urban,1/12/2019 19:38,37.66,410252345130
137,West Anthony,70,Urban,4/16/2019 1:06,17.47,5706560548659
138,West Anthony,70,Urban,5/1/2019 17:43,23.76,2929352162502
139,West Anthony,70,Urban,2/11/2019 5:48,15.55,5988409590665
140,West Anthony,70,Urban,3/21/2019 1:28,15.64,4746854764335
141,West Anthony,70,Urban,3/13/2019 8:03,5.03,1178018593506
142,West Anthony,70,Urban,5/3/2019 4:49,21.38,9172650498634
143,West Anthony,70,Urban,4/22/2019 8:14,19.95,1212046132747
144,West Anthony,70,Urban,4/3/2019 1:47,31.6,4965334251077
145,West Anthony,70,Urban,4/6/2019 2:25,14.3,7571962911640
146,West Anthony,70,Urban,2/7/2019 16:55,33.51,4163116879444
147,West Anthony,70,Urban,3/11/2019 12:23,41.37,1133824003625
148,West Anthony,70,Urban,4/18/2019 23:10,31.16,8478263285526
149,West Anthony,70,Urban,4/8/2019 6:21,20.83,9582303999416
150,West Anthony,70,Urban,2/10/2019 9:16,38.54,8950008238108
151,West Anthony,70,Urban,2/3/2019 18:24,19.66,2909279162533
152,West Anthony,70,Urban,4/18/2019 8:11,11.2,3221735036264
153,West Anthony,70,Urban,3/8/2019 10:33,41.3,1154693699214
154,West Angela,48,Urban,1/12/2019 1:45,26.86,4820052223501
155,West Angela,48,Urban,1/10/2019 12:17,12.74,2108723916092
156,West Angela,48,Urban,3/8/2019 1:08,41.06,6204872968343
157,West Angela,48,Urban,3/10/2019 11:23,27.1,1365318639571
158,West Angela,48,Urban,1/30/2019 18:08,19.13,2078144834391
159,West Angela,48,Urban,1/30/2019 18:46,32.31,7288678136396
160,West Angela,48,Urban,3/1/2019 11:13,30.3,9673529276907
161,West Angela,48,Urban,2/5/2019 18:53,36.37,7832434584190
162,West Angela,48,Urban,5/3/2019 9:04,24.07,7808186044800
163,West Angela,48,Urban,4/14/2019 18:40,32.77,4995732310908
164,West Angela,48,Urban,3/18/2019 12:08,34.05,5332405801414
165,West Angela,48,Urban,4/18/2019 12:07,16.18,5770095626762
166,West Angela,48,Urban,1/27/2019 9:35,9.24,2623127281275
167,West Angela,48,Urban,3/8/2019 13:24,4.92,5445148182471
168,West Angela,48,Urban,1/19/2019 0:36,40.4,740626207222
169,West Angela,48,Urban,4/3/2019 14:44,23.52,4843054118477
170,West Angela,48,Urban,3/4/2019 17:50,20.72,1784730761330
171,West Angela,48,Urban,5/5/2019 14:17,23.66,9188266805735
172,West Angela,48,Urban,1/22/2019 2:28,32.18,4244815728759
173,West Angela,48,Urban,3/7/2019 10:38,14.8,5022473192100
174,West Angela,48,Urban,3/20/2019 23:44,23.83,8750806883711
175,West Angela,48,Urban,1/25/2019 12:19,41.05,4602414089174
176,West Angela,48,Urban,1/4/2019 20:45,20.33,1920342316739
177,West Angela,48,Urban,5/1/2019 19:03,23.23,7769940291512
178,West Angela,48,Urban,2/21/2019 13:51,29.99,4367320607156
179,West Angela,48,Urban,2/15/2019 8:01,44.12,1962119538906
180,West Angela,48,Urban,2/22/2019 2:22,19.44,3794957743208
181,West Angela,48,Urban,1/12/2019 1:55,20.46,5241313119408
182,West Angela,48,Urban,1/2/2019 9:28,19.81,9739967666158
183,West Angela,48,Urban,2/22/2019 4:05,23.09,5991667849215
184,West Angela,48,Urban,3/18/2019 15:57,13.06,7206619990906
185,West Angela,48,Urban,4/10/2019 17:06,31.03,3524340292330
186,West Angela,48,Urban,4/11/2019 6:59,29.06,713854282118
187,West Angela,48,Urban,2/21/2019 8:28,40.55,1832101254162
188,West Angela,48,Urban,3/17/2019 9:42,23.45,7766326460678
189,West Angela,48,Urban,2/21/2019 12:29,27.68,791846342132
190,West Angela,48,Urban,4/13/2019 21:50,28.75,3697508187707
191,West Angela,48,Urban,4/14/2019 12:28,39.95,7950036014003
192,West Angela,48,Urban,5/7/2019 1:03,12.35,2050512349119
193,Martinezhaven,25,Urban,3/19/2019 15:31,5.3,264337981979
194,Martinezhaven,25,Urban,2/20/2019 19:32,13.34,2760692818274
195,Martinezhaven,25,Urban,4/18/2019 1:40,34.7,2023088734313
196,Martinezhaven,25,Urban,4/18/2019 18:37,5.81,2124254219877
197,Martinezhaven,25,Urban,2/7/2019 21:45,4.31,9333328117367
198,Martinezhaven,25,Urban,4/14/2019 16:26,32.57,971301770681
199,Martinezhaven,25,Urban,3/7/2019 12:26,23.55,7385334795420
200,Martinezhaven,25,Urban,3/12/2019 10:02,21.18,4046813358675
201,Martinezhaven,25,Urban,2/16/2019 17:25,15.33,9810609975378
202,Martinezhaven,25,Urban,1/21/2019 1:50,42.75,9056087833483
203,Martinezhaven,25,Urban,3/11/2019 20:07,7.01,7636746329063
204,Martinezhaven,25,Urban,2/3/2019 6:15,11.61,3416645088537
205,Martinezhaven,25,Urban,3/21/2019 7:56,39.26,9867639864905
206,Martinezhaven,25,Urban,2/15/2019 2:18,15.93,9624577513483
207,Martinezhaven,25,Urban,4/15/2019 9:17,35.45,4822605030086
208,Martinezhaven,25,Urban,2/23/2019 0:15,15.48,5946821101050
209,Martinezhaven,25,Urban,1/10/2019 3:37,23.62,5469885684920
210,Martinezhaven,25,Urban,2/17/2019 21:48,34.27,234040536506
211,Martinezhaven,25,Urban,2/14/2019 2:51,27.16,2198999302323
212,Martinezhaven,25,Urban,5/7/2019 5:55,6.89,3266247221258
213,Martinezhaven,25,Urban,4/12/2019 6:49,11.55,9306298924624
214,Martinezhaven,25,Urban,4/13/2019 19:46,40.2,8856596685853
215,Martinezhaven,25,Urban,2/6/2019 10:58,40.29,4665194925087
216,Martinezhaven,25,Urban,4/30/2019 0:42,36.07,1517725239558
217,Karenberg,22,Urban,3/11/2019 17:26,36.15,7796761531541
218,Karenberg,22,Urban,4/29/2019 20:54,28.41,9052850267417
219,Karenberg,22,Urban,3/30/2019 11:38,24.64,4539326805168
220,Karenberg,22,Urban,3/5/2019 1:38,44.1,9226782716583
221,Karenberg,22,Urban,4/27/2019 14:57,44.73,3800715746753
222,Karenberg,22,Urban,4/7/2019 16:28,16.11,4806086618308
223,Karenberg,22,Urban,4/23/2019 21:11,26.92,9685096099889
224,Karenberg,22,Urban,2/14/2019 14:40,11.06,4344963104211
225,Karenberg,22,Urban,3/9/2019 14:47,35.68,8631752660819
226,Karenberg,22,Urban,1/16/2019 13:52,41.26,3357149373173
227,Karenberg,22,Urban,2/18/2019 19:28,44.08,7216870520002
228,Karenberg,22,Urban,1/8/2019 13:51,9.5,1452908053234
229,Karenberg,22,Urban,1/30/2019 10:51,8.79,3832465976005
230,Karenberg,22,Urban,4/30/2019 21:38,5.7,7644517011765
231,Karenberg,22,Urban,4/13/2019 5:14,23.73,405640953288
232,Karenberg,22,Urban,4/24/2019 12:57,34.67,6995539608497
233,Karenberg,22,Urban,2/19/2019 16:11,12.25,3871929479027
234,Barajasview,26,Urban,1/15/2019 2:59,19.52,8268107272481
235,Barajasview,26,Urban,1/23/2019 13:23,37.68,4108452999906
236,Barajasview,26,Urban,2/8/2019 18:07,24.49,2612169071005
237,Barajasview,26,Urban,3/1/2019 11:06,28.25,7225827834994
238,Barajasview,26,Urban,2/19/2019 2:25,26.83,937248382509
239,Barajasview,26,Urban,4/15/2019 20:37,17.76,8098247711287
240,Barajasview,26,Urban,5/2/2019 21:02,17.12,4628923040888
241,Barajasview,26,Urban,4/9/2019 8:10,39.36,1801612492097
242,Barajasview,26,Urban,2/3/2019 9:58,39.39,9437995336707
243,Barajasview,26,Urban,3/12/2019 4:54,37.05,1829231979881
244,Barajasview,26,Urban,3/15/2019 22:44,28.3,1314271514395
245,Barajasview,26,Urban,3/19/2019 12:17,26.6,5623058981104
246,Barajasview,26,Urban,1/2/2019 23:23,36.13,8567191526174
247,Barajasview,26,Urban,1/14/2019 11:00,19.81,2376258275704
248,Barajasview,26,Urban,5/6/2019 1:06,17.63,9233210711447
249,Barajasview,26,Urban,4/3/2019 15:25,44.15,9596158245970
250,Barajasview,26,Urban,1/24/2019 5:58,9.21,1841073494391
251,Barajasview,26,Urban,3/24/2019 6:34,12.24,766512199846
252,Barajasview,26,Urban,4/18/2019 8:44,12.35,6122257582314
253,Barajasview,26,Urban,1/4/2019 9:32,12.25,1657106589275
254,Barajasview,26,Urban,3/29/2019 1:02,29.55,3838354230678
255,Barajasview,26,Urban,1/12/2019 23:20,21.64,3010027933226
256,Robertport,12,Urban,3/6/2019 9:51,6.73,9679756863064
257,Robertport,12,Urban,3/20/2019 19:11,20.21,9630923585394
258,Robertport,12,Urban,2/18/2019 15:01,43.47,7995689882173
259,Robertport,12,Urban,4/3/2019 1:20,15.14,6669724727514
260,Robertport,12,Urban,2/28/2019 22:50,13.39,681044064878
261,Robertport,12,Urban,4/19/2019 19:45,39.57,3970344404659
262,Robertport,12,Urban,2/24/2019 22:01,8.48,2892772641554
263,Robertport,12,Urban,1/25/2019 1:33,44.75,6711343300903
264,Robertport,12,Urban,5/3/2019 2:36,31.62,4852264393826
265,Robertport,12,Urban,3/25/2019 18:55,35.29,7875812010140
266,Robertport,12,Urban,4/24/2019 23:45,19.73,7443212616134
267,Robertport,12,Urban,4/27/2019 12:31,41.48,6464585125888
268,Robertport,12,Urban,4/27/2019 10:55,11.42,9229559709948
269,Robertport,12,Urban,3/21/2019 5:48,8.2,3399765997944
270,Robertport,12,Urban,3/26/2019 22:47,13.34,5448152130582
271,Robertport,12,Urban,2/14/2019 4:42,18.38,9072927119265
272,Robertport,12,Urban,4/30/2019 23:36,14.81,1468741682203
273,Robertport,12,Urban,3/17/2019 22:50,14.61,8501454819559
274,Robertport,12,Urban,4/16/2019 9:48,36.11,5886554503793
275,Robertport,12,Urban,4/18/2019 6:58,24.48,4267630984582
276,Joneschester,39,Urban,3/1/2019 18:48,34.71,3343258153690
277,Joneschester,39,Urban,1/30/2019 17:41,36.78,1664032953575
278,Joneschester,39,Urban,2/7/2019 18:36,6.34,2605462716773
279,Joneschester,39,Urban,1/3/2019 5:45,25.47,5540177253069
280,Joneschester,39,Urban,1/3/2019 1:03,17.97,5439310968925
281,Joneschester,39,Urban,2/27/2019 8:19,33.34,2386091007509
282,Joneschester,39,Urban,4/2/2019 4:52,10.52,4970367967024
283,Joneschester,39,Urban,3/17/2019 22:39,15.35,2307172112042
284,Joneschester,39,Urban,4/24/2019 13:07,9.78,967059001191
285,Joneschester,39,Urban,2/16/2019 2:35,9.48,4155294950060
286,Joneschester,39,Urban,3/9/2019 3:25,39.32,1553159622320
287,Joneschester,39,Urban,1/15/2019 21:21,13.43,2235858014628
288,Joneschester,39,Urban,3/12/2019 21:52,21.17,1576517155223
289,Joneschester,39,Urban,4/22/2019 16:48,9.7,8587089133901
290,Joneschester,39,Urban,3/10/2019 13:31,22.72,8705027938818
291,Joneschester,39,Urban,3/10/2019 8:15,27.91,1273089327705
292,Joneschester,39,Urban,1/26/2019 19:19,13.77,6678138496534
293,Joneschester,39,Urban,3/13/2019 6:10,27.79,1264452837532
294,Joneschester,39,Urban,3/28/2019 7:41,7.56,4606111536146
295,Joneschester,39,Urban,5/5/2019 2:00,21.74,2729175742345
296,Joneschester,39,Urban,3/4/2019 18:00,41.65,9830268750819
297,Joneschester,39,Urban,2/17/2019 10:04,10.52,3382314791322
298,Joneschester,39,Urban,3/19/2019 1:52,42.74,4496207006444
299,Joneschester,39,Urban,4/13/2019 18:44,27.36,7530382780656
300,Joneschester,39,Urban,4/20/2019 9:40,30.12,8972497663155
301,Leahton,17,Urban,2/26/2019 18:42,8.85,6966668662612
302,Leahton,17,Urban,5/5/2019 10:34,17.05,5846586406028
303,Leahton,17,Urban,4/2/2019 17:39,22.76,5808733389189
304,Leahton,17,Urban,2/21/2019 20:37,24.13,6759666489394
305,Leahton,17,Urban,2/13/2019 11:40,16.79,4744794513785
306,Leahton,17,Urban,1/27/2019 8:09,29.36,2921814447813
307,Leahton,17,Urban,2/28/2019 13:10,9.08,8197500470005
308,Leahton,17,Urban,1/13/2019 0:03,9.37,4669655714135
309,Leahton,17,Urban,1/8/2019 11:48,39.81,457901817044
310,Leahton,17,Urban,2/15/2019 17:00,25.84,9242697245895
311,Leahton,17,Urban,3/6/2019 17:06,41.29,3310674816591
312,Leahton,17,Urban,3/31/2019 2:08,4.65,2204196907107
313,Leahton,17,Urban,2/23/2019 1:19,7.08,3744450559493
314,Leahton,17,Urban,2/4/2019 8:07,15.37,9588333638752
315,Leahton,17,Urban,2/5/2019 18:06,8.38,5895519228312
316,Leahton,17,Urban,4/13/2019 10:54,18.25,6160383330317
317,Leahton,17,Urban,1/15/2019 2:30,21.95,1795517114461
318,Leahton,17,Urban,2/28/2019 20:02,31.01,2116500207936
319,Leahton,17,Urban,3/6/2019 20:26,14.87,3839886060948
320,Leahton,17,Urban,3/3/2019 1:24,43.44,4290916547911
321,Leahton,17,Urban,3/13/2019 9:17,36.79,6214133326256
322,West Christopherberg,32,Urban,3/18/2019 17:14,12.64,1061090771392
323,West Christopherberg,32,Urban,1/17/2019 14:30,9.04,5154845220316
324,West Christopherberg,32,Urban,1/23/2019 21:23,30.93,5335678989278
325,West Christopherberg,32,Urban,1/8/2019 8:25,37.78,8767059547253
326,West Christopherberg,32,Urban,3/21/2019 0:14,43.87,5085480897932
327,West Christopherberg,32,Urban,3/1/2019 21:33,11.97,6422545841490
328,West Christopherberg,32,Urban,3/21/2019 2:57,21.41,7703401822129
329,West Christopherberg,32,Urban,3/27/2019 23:57,21.55,2201807083816
330,West Christopherberg,32,Urban,3/20/2019 3:04,42.83,6898409001667
331,West Christopherberg,32,Urban,2/17/2019 3:30,4.4,4353113095330
332,West Christopherberg,32,Urban,2/19/2019 19:49,40.98,752483924594
333,West Christopherberg,32,Urban,3/7/2019 20:09,32.27,2175995190390
334,West Christopherberg,32,Urban,2/10/2019 19:41,8.42,836258929042
335,West Christopherberg,32,Urban,4/6/2019 13:59,25.31,3275952096570
336,West Christopherberg,32,Urban,2/9/2019 12:25,33.97,4253879747453
337,West Christopherberg,32,Urban,1/11/2019 21:37,44.76,2736821667334
338,West Christopherberg,32,Urban,4/25/2019 6:22,35.39,7477243029144
339,West Christopherberg,32,Urban,2/8/2019 23:04,14.22,3725594191671
340,West Christopherberg,32,Urban,2/20/2019 15:23,26.9,1241904355851
341,West Christopherberg,32,Urban,5/1/2019 12:39,39.8,5350289549048
342,West Christopherberg,32,Urban,3/10/2019 22:42,7.98,5729357604390
343,West Christopherberg,32,Urban,4/3/2019 12:01,33.03,1478762318845
344,West Christopherberg,32,Urban,2/7/2019 1:24,10.91,3730797143907
345,West Christopherberg,32,Urban,4/19/2019 4:53,22.86,9748845131381
346,West Christopherberg,32,Urban,4/11/2019 14:46,4.88,7740852204661
347,West Christopherberg,32,Urban,1/30/2019 8:11,16.85,7337258118847
348,Johnton,27,Urban,1/17/2019 2:12,32.19,8526302845313
349,Johnton,27,Urban,1/8/2019 17:33,43.75,195318504552
350,Johnton,27,Urban,3/27/2019 0:10,18.89,3634068282558
351,Johnton,27,Urban,4/5/2019 7:12,22.87,1030619542522
352,Johnton,27,Urban,3/15/2019 8:40,43.5,7134200570421
353,Johnton,27,Urban,5/2/2019 2:19,32.38,8954815235985
354,Johnton,27,Urban,2/28/2019 5:42,12.02,6670296339067
355,Johnton,27,Urban,1/22/2019 13:10,24.17,7413359170219
356,Johnton,27,Urban,2/26/2019 9:36,18.76,6360819904963
357,Johnton,27,Urban,1/21/2019 3:20,28.59,5597542881853
358,Johnton,27,Urban,2/14/2019 18:21,43.93,5443753596638
359,Johnton,27,Urban,2/7/2019 19:40,30.97,6853977450248
360,Johnton,27,Urban,4/11/2019 13:41,33.12,7226095312061
361,Johnton,27,Urban,4/26/2019 17:02,4.63,3435314950289
362,Johnton,27,Urban,1/25/2019 13:17,28.14,7110470975159
363,Johnton,27,Urban,3/4/2019 10:30,36.76,3273293541841
364,Johnton,27,Urban,4/11/2019 14:40,16.63,7248459450448
365,Johnton,27,Urban,4/29/2019 7:50,17.89,1266248389669
366,Johnton,27,Urban,3/15/2019 21:16,30.27,1604984494757
367,Johnton,27,Urban,1/14/2019 10:53,19.68,8534361219730
368,Johnton,27,Urban,1/31/2019 11:17,23.36,3671342249951
369,Reynoldsfurt,67,Urban,3/25/2019 14:33,34.06,6604420154219
370,Reynoldsfurt,67,Urban,5/5/2019 17:38,14.95,1404730379464
371,Reynoldsfurt,67,Urban,1/17/2019 21:35,24.84,5000179618056
372,Reynoldsfurt,67,Urban,4/19/2019 0:56,13.63,7990078064277
373,Reynoldsfurt,67,Urban,4/11/2019 9:09,42.97,1390651031898
374,Reynoldsfurt,67,Urban,3/8/2019 7:06,6.08,2567207216019
375,Reynoldsfurt,67,Urban,5/4/2019 12:38,8.81,3238113908006
376,Reynoldsfurt,67,Urban,3/10/2019 20:10,4.1,5690725376594
377,Reynoldsfurt,67,Urban,3/29/2019 17:35,31.43,9922313993736
378,Reynoldsfurt,67,Urban,4/12/2019 1:13,21.18,7471389630684
379,Reynoldsfurt,67,Urban,3/14/2019 16:29,35.65,9907094547309
380,Reynoldsfurt,67,Urban,2/2/2019 2:52,29.07,1864214108957
381,Reynoldsfurt,67,Urban,1/21/2019 16:07,25.19,1033224475506
382,Reynoldsfurt,67,Urban,2/13/2019 10:29,7.43,5244425698113
383,Reynoldsfurt,67,Urban,3/21/2019 17:25,11.97,9406113555740
384,Reynoldsfurt,67,Urban,2/3/2019 10:14,6.34,5560686093253
385,Reynoldsfurt,67,Urban,4/11/2019 23:49,38.35,6517888893678
386,Reynoldsfurt,67,Urban,2/9/2019 17:49,21.02,6197091221286
387,Reynoldsfurt,67,Urban,2/14/2019 11:25,39.4,9070692324754
388,Port David,7,Urban,3/17/2019 14:42,33.11,1025683688009
389,Port David,7,Urban,3/7/2019 18:37,42.04,9905958460368
390,Port David,7,Urban,3/27/2019 11:56,15.64,5338482988567
391,Port David,7,Urban,1/2/2019 11:51,7.45,6148349878448
392,Port David,7,Urban,1/7/2019 20:03,20.49,5846260665949
393,Port David,7,Urban,3/24/2019 21:58,28.84,5266776204034
394,Port David,7,Urban,2/24/2019 22:20,35.63,3354533588717
395,Port David,7,Urban,4/10/2019 14:27,26.68,5361385420513
396,Port David,7,Urban,2/18/2019 14:47,20.16,1847433349462
